Sample,Pitch,P_Anteil,I_Anteil,D_Anteil,PWM
702,1.02,-15.3,0,18.8,80
703,0.67,-10,0,34.9,80
704,0.41,-6.2,0,25.6,80
705,0.2,-3,0,21.5,80
706,0.03,-0.5,0,16.8,80
707,-0.1,1.5,0,12.9,80
708,-0.1,1.6,0,0.6,50
709,0.03,-0.4,0,-12.9,-80
710,0.32,-4.8,0,-29.2,-80
711,0.66,-10,0,-34.7,-80
712,0.85,-12.7,0,-18.2,-80
713,1.04,-15.6,0,-19.2,-80
714,1.23,-18.5,0,-19.5,-80
715,1.36,-20.4,0,-12.9,-80
716,1.38,-20.6,0,-1.4,-50
717,1.02,-15.4,0,35.3,80
718,0.85,-12.7,0,17.7,80
719,0.46,-6.9,0,38.5,80
720,0.32,-4.8,0,14.2,80
721,0.22,-3.4,0,9.5,80
722,0.11,-1.6,0,11.9,80
723,0.05,-0.7,0,5.7,80
724,0.01,-0.2,0,3.4,50
725,0.34,-5,0,-32.1,-80
726,0.83,-12.5,0,-49.8,-80
727,1.21,-18.2,0,-37.9,-80
728,1.72,-25.8,0,-50.6,-80
729,1.96,-29.4,0,-24.3,-80
730,2.22,-33.2,0,-25.5,-80
731,2.17,-32.5,0,4.9,-80
732,2.03,-30.4,0,14,-50
733,1.88,-28.2,0,14.3,-50
734,1.73,-25.9,0,15.6,-50
735,1.59,-23.9,0,13.3,-50
736,1.37,-20.6,0,22.1,80
737,1.08,-16.2,0,29.4,80
738,0.85,-12.8,0,22.3,80
739,0.64,-9.6,0,21.3,80
740,0.42,-6.3,0,21.9,80
741,0.18,-2.7,0,24.1,80
742,-0.06,0.9,0,24.2,80
743,-0.69,10.3,0,62.8,73
744,-0.55,8.3,0,-13.5,-80
745,-0.11,1.7,0,-44,-80
746,0.32,-4.8,0,-43.1,-80
747,0.69,-10.4,0,-37.3,-80
748,0.93,-14,0,-24.2,-80
749,1.42,-21.3,0,-48.6,-80
750,1.7,-25.6,0,-28.6,-80
751,1.62,-24.3,0,8.5,-50
752,1.44,-21.6,0,17.8,-50
753,1.34,-20.1,0,10.2,-50
754,0.99,-14.9,0,34.8,80
755,0.64,-9.6,0,35.3,80
756,0.32,-4.7,0,32.3,80
757,0.09,-1.3,0,22.7,80
758,-0.08,1.2,0,16.6,80
759,-0.37,5.6,0,29.6,80
760,-0.37,5.5,0,-0.8,80
761,-0.13,1.9,0,-23.9,-80
762,0.1,-1.4,0,-22.3,-80
763,0.55,-8.2,0,-45.1,-80
764,0.85,-12.8,0,-30.5,-80
765,1.13,-16.9,0,-27.5,-80
766,1.26,-18.9,0,-13.4,-80
767,1.46,-21.9,0,-19.9,-80
768,1.09,-16.4,0,36.7,80
769,0.83,-12.5,0,26.2,80
770,0.33,-5,0,49.6,80
771,-0.09,1.4,0,42.7,80
772,-0.25,3.8,0,16.1,80
773,-0.44,6.7,0,19,80
774,-0.73,11,0,28.7,80
775,-1.27,19,0,53.5,72
776,-1.28,19.1,0,1,50
777,-1.03,15.4,0,-24.7,-80
778,-0.54,8.1,0,-49.2,-80
779,-0.05,0.8,0,-48.5,-80
780,0.44,-6.6,0,-49.2,-80
781,1,-15,0,-56,-80
782,1.91,-28.7,0,-91.4,-120
783,2.37,-35.5,0,-45.4,-80
784,2.99,-44.9,0,-62.5,-107
785,3.43,-51.5,0,-44.1,-95
786,3.61,-54.1,0,-17.3,-80
787,3.76,-56.4,0,-15.6,-80
788,4.04,-60.6,0,-28,-88
789,4.04,-60.7,0,-0.2,-80
790,3.93,-59,0,11.4,-80
791,3.78,-56.7,0,15.1,-80
792,3.81,-57.2,0,-3.1,-80
793,3.62,-54.3,0,18.8,-80
794,3.21,-48.2,0,41.3,-80
795,2.93,-44,0,27.9,-80
796,2.73,-40.9,0,20.5,-50
797,2.21,-33.1,0,51.7,80
798,1.66,-24.8,0,55.4,80
799,1.01,-15.2,0,64.3,80
800,0.33,-4.9,0,68.3,80
801,-0.34,5.1,0,67.2,80
802,-1.28,19.3,0,94.2,113
803,-2.09,31.3,0,80.3,111
804,-2.31,34.6,0,22.1,80
805,-2.49,37.3,0,18.1,80
806,-2.5,37.5,0,1.4,80
807,-2.31,34.6,0,-19.2,80
808,-2.04,30.7,0,-26.6,80
809,-1.65,24.7,0,-39.4,-80
810,-1.14,17.1,0,-50.7,-80
811,-0.53,7.9,0,-61.3,-80
812,0.15,-2.3,0,-68.1,-80
813,0.87,-13,0,-71.5,-84
814,1.34,-20.1,0,-47.7,-80
815,2,-30,0,-65.4,-95
816,2.28,-34.2,0,-28,-80
817,2.5,-37.5,0,-22.2,-80
818,2.57,-38.6,0,-7.4,-80
819,2.55,-38.2,0,2.5,-80
820,2.32,-34.8,0,23.1,-80
821,2.08,-31.2,0,24.1,-80
822,1.86,-27.9,0,22,-80
823,1.52,-22.8,0,33.7,80
824,0.78,-11.7,0,74.3,80
825,0.1,-1.5,0,67.5,80
826,-0.6,9,0,70.3,80
827,-1.3,19.5,0,70.2,89
828,-1.85,27.8,0,54.9,82
829,-2.32,34.8,0,47,81
830,-2.63,39.5,0,31.1,80
831,-2.73,41,0,10.1,80
832,-2.92,43.9,0,19.1,80
833,-2.99,44.8,0,6.3,80
834,-2.77,41.5,0,-22.1,80
835,-2.5,37.4,0,-27.1,80
836,-2.36,35.4,0,-13.8,80
837,-2,30,0,-35.7,-80
838,-1.45,21.7,0,-55.6,-80
839,-0.84,12.6,0,-60.6,-80
840,-0.31,4.6,0,-53.1,-80
841,0.11,-1.6,0,-41.6,-80
842,0.34,-5.2,0,-23.6,-80
843,0.64,-9.6,0,-29.5,-80
844,0.65,-9.7,0,-1,-50
845,0.53,-7.9,0,12.3,80
846,0.54,-8.1,0,-1.2,-80
847,0.16,-2.4,0,38.1,80
848,-0.22,3.3,0,38,80
849,-0.71,10.7,0,48.9,80
850,-1.23,18.5,0,52.1,80
851,-1.87,28,0,63.8,91
852,-2.34,35,0,46.7,81
853,-2.89,43.4,0,55.8,99
854,-3.55,53.3,0,65.8,119
855,-4.14,62,0,58.2,120
856,-4.66,69.9,0,52.2,122
857,-4.89,73.4,0,23.4,96
858,-4.66,69.9,0,-22.8,80
859,-4.17,62.5,0,-49.4,80
860,-3.53,53,0,-63.7,-80
861,-2.58,38.8,0,-94.7,-80
862,-1.7,25.5,0,-88.5,-80
863,-0.79,11.9,0,-90.9,-80
864,0.14,-2.2,0,-93.5,-95
865,0.88,-13.2,0,-73.7,-86
866,1.46,-21.8,0,-57.5,-80
867,1.75,-26.2,0,-29,-80
868,1.96,-29.4,0,-21.3,-80
869,2.09,-31.4,0,-13.1,-80
870,2.22,-33.4,0,-13.3,-80
871,2.23,-33.5,0,-0.8,-80
872,2.42,-36.3,0,-18.8,-80
873,2.33,-34.9,0,9.3,-50
874,2.11,-31.7,0,21.4,-50
875,1.65,-24.8,0,45.8,80
876,1.1,-16.5,0,55.7,80
877,0.52,-7.8,0,58,80
878,0.01,-0.2,0,50.3,80
879,-0.43,6.5,0,44.7,80
880,-1.49,22.3,0,105.6,127
881,-1.72,25.8,0,23.3,80
882,-1.85,27.7,0,12.6,80
883,-1.72,25.9,0,-12.4,80
884,-1.46,22,0,-26,-80
885,-1.16,17.4,0,-30.2,-80
886,-0.62,9.3,0,-54.2,-80
887,-0.04,0.5,0,-58.5,-80
888,0.58,-8.7,0,-61.8,-80
889,1.47,-22.1,0,-88.8,-110
890,1.99,-29.8,0,-51.6,-81
891,2.15,-32.2,0,-15.9,-80
892,2.06,-30.9,0,8.3,-80
893,1.87,-28,0,19.3,-80
894,1.67,-25,0,20.3,-80
895,1.25,-18.8,0,41.3,80
896,0.94,-14.2,0,31,80
897,0.57,-8.5,0,37.6,80
898,0.2,-3,0,36.9,80
899,-0.15,2.2,0,34.5,80
900,-1.16,17.5,0,101.7,119
901,-1.39,20.8,0,22.2,80
902,-1.47,22,0,8.3,80
903,-1.3,19.5,0,-16.7,80
904,-0.99,14.9,0,-30.9,-80
905,-0.68,10.2,0,-31.6,-80
906,-0.17,2.5,0,-51.3,-80
907,0.33,-4.9,0,-49.3,-80
908,0.82,-12.4,0,-49.7,-80
909,1.36,-20.4,0,-53.5,-80
910,1.9,-28.5,0,-53.8,-82
911,1.83,-27.5,0,6.8,-80
912,1.82,-27.3,0,1.1,-80
913,1.71,-25.7,0,10.5,-80
914,1.37,-20.6,0,34,80
915,0.87,-13.1,0,50.3,80
916,0.38,-5.6,0,49.6,80
917,-0.01,0.1,0,38.2,80
918,-0.39,5.8,0,38.1,80
919,-0.7,10.5,0,31.3,80
920,-1.04,15.7,0,34.6,80
921,-0.85,12.7,0,-19.6,-80
922,-0.75,11.3,0,-9.7,80
923,-0.38,5.7,0,-37.1,-80
924,-0.26,3.9,0,-12.2,-80
925,-0.01,0.1,0,-25.1,-80
926,0.12,-1.8,0,-12.9,-80
927,0.18,-2.7,0,-5.6,-80
928,0.12,-1.7,0,6.2,80
929,0.09,-1.3,0,2.8,80
930,-0.24,3.6,0,33,80
931,-0.67,10.1,0,42.8,80
932,-1.06,15.9,0,38.7,80
933,-1.31,19.6,0,25,80
934,-1.63,24.5,0,32.5,80
935,-1.69,25.4,0,6,50
936,-1.41,21.2,0,-27.9,-80
937,-1.1,16.5,0,-31.7,-80
938,-0.78,11.7,0,-32,-80
939,-0.55,8.2,0,-22.9,-80
940,-0.36,5.4,0,-19,-80
941,-0.07,1.1,0,-28.8,-80
942,0.24,-3.5,0,-30.7,-80
943,0.26,-3.9,0,-2.5,-50
944,-0.01,0.2,0,27.3,80
945,-0.54,8.2,0,53.2,80
946,-1.11,16.6,0,56.4,80
947,-1.74,26.1,0,63,89
948,-2.76,41.4,0,102.5,143
949,-2.92,43.8,0,16.1,80
950,-3.38,50.7,0,45.9,96
951,-3.72,55.8,0,33.7,89
952,-4.29,64.4,0,57.2,121
953,-4.58,68.7,0,29.1,97
954,-4.86,72.9,0,27.7,100
955,-4.92,73.8,0,5.8,80
956,-4.84,72.6,0,-7.5,80
957,-4.66,69.9,0,-18.2,80
958,-4.4,66,0,-25.8,80
959,-4.5,67.5,0,10,80
960,-4.21,63.1,0,-29.6,80
961,-3.82,57.3,0,-38.7,80
962,-3.55,53.3,0,-26.7,50
963,-2.78,41.7,0,-77,-80
964,-2.46,36.9,0,-32.3,80
965,-1.77,26.6,0,-68.6,-80
966,-1.13,17,0,-63.7,-80
967,-0.53,7.9,0,-60.6,-80
968,0.2,-3,0,-73.2,-80
969,0.69,-10.3,0,-48.5,-80
970,1.01,-15.1,0,-31.9,-80
971,1.35,-20.3,0,-34.8,-80
972,1.33,-19.9,0,2.8,-50
973,1.12,-16.8,0,20.5,80
974,0.7,-10.5,0,42.2,80
975,0.43,-6.5,0,26.8,80
976,-0.11,1.6,0,54,80
977,-0.63,9.4,0,51.7,80
978,-1.23,18.4,0,60.1,80
979,-2.09,31.4,0,86.4,117
980,-2.27,34,0,17.7,80
981,-2.5,37.5,0,23.4,80
982,-2.86,42.9,0,35.8,80
983,-3.18,47.7,0,32.4,80
984,-3.23,48.4,0,4.4,80
985,-3.26,48.9,0,3.3,80
986,-3.2,48,0,-6.3,80
987,-3.11,46.7,0,-8.7,80
988,-2.86,42.9,0,-25.2,80
989,-2.88,43.2,0,1.8,80
990,-2.72,40.8,0,-15.5,80
991,-2.31,34.7,0,-40.9,-80
992,-2.08,31.2,0,-23.6,80
993,-1.68,25.3,0,-39.3,-80
994,-0.56,8.4,0,-112.2,-103
995,-0.08,1.2,0,-48.2,-80
996,1.22,-18.4,0,-130.5,-148
997,1.99,-29.9,0,-76.8,-106
998,3.1,-46.5,0,-111,-157
999,4,-59.9,0,-89.3,-149
1000,4.44,-66.6,0,-44.6,-111
1001,4.69,-70.3,0,-24.7,-95
1002,4.69,-70.3,0,0.3,-80
1003,4.6,-69,0,8.3,-80
1004,4.48,-67.2,0,12.2,-80
1005,4.04,-60.6,0,44.1,-80
1006,3.84,-57.6,0,19.7,-80
1007,3.47,-52.1,0,37,-80
1008,2.93,-43.9,0,54.5,80
1009,2.3,-34.5,0,62.6,80
1010,1.51,-22.7,0,79,80
1011,1.07,-16,0,44.4,80
1012,0.36,-5.4,0,70.7,80
1013,-0.62,9.3,0,98,107
1014,-1.05,15.7,0,43,80
1015,-1.6,24,0,55.2,80
1016,-1.76,26.4,0,16.1,80
1017,-1.76,26.4,0,-0.1,80
1018,-1.76,26.4,0,0,80
1019,-1.55,23.3,0,-21,80
1020,-1.02,15.3,0,-52.8,-80
1021,-0.7,10.4,0,-32.7,-80
1022,-0.05,0.8,0,-64.5,-80
1023,0.64,-9.6,0,-68.9,-80
1024,1.36,-20.4,0,-72.2,-92
1025,2.99,-44.9,0,-163.5,-208
1026,3.55,-53.2,0,-55.5,-108
1027,4.21,-63.2,0,-66.1,-129
1028,4.76,-71.5,0,-55.3,-126
1029,5.13,-77,0,-36.7,-113
1030,5.38,-80.7,0,-24.6,-105
1031,5.44,-81.6,0,-6.5,-88
1032,5.58,-83.6,0,-13.3,-96
1033,5.36,-80.4,0,21.7,-80
1034,5.13,-76.9,0,23.2,-80
1035,4.76,-71.4,0,36.7,-80
1036,4.23,-63.4,0,53,-80
1037,3.94,-59.1,0,28.5,-80
1038,3.46,-51.9,0,48,-80
1039,2.95,-44.3,0,51.2,80
1040,2.27,-34.1,0,67.8,80
1041,1.55,-23.2,0,72.2,80
1042,0.58,-8.7,0,97.3,88
1043,-0.09,1.3,0,66.3,80
1044,-0.97,14.6,0,88.8,103
1045,-1.34,20.2,0,37,80
1046,-1.53,23,0,19,80
1047,-1.49,22.4,0,-4.3,80
1048,-1.37,20.5,0,-12.6,80
1049,-1.08,16.1,0,-29,-80
1050,-0.54,8.1,0,-53.4,-80
1051,0.31,-4.6,0,-85,-89
1052,0.84,-12.5,0,-52.9,-80
1053,1.58,-23.7,0,-74.2,-97
1054,1.89,-28.3,0,-31.2,-80
1055,2.21,-33.2,0,-32.4,-80
1056,2.27,-34,0,-5.2,-80
1057,2.53,-38,0,-26.7,-80
1058,2.52,-37.9,0,0.9,-80
1059,2.2,-33.1,0,31.9,-80
1060,1.81,-27.1,0,39.7,80
1061,1.48,-22.2,0,32.8,80
1062,0.93,-14,0,54.6,80
1063,0.09,-1.3,0,84.5,83
1064,-0.23,3.4,0,31.5,80
1065,-1.09,16.3,0,85.8,102
1066,-1.63,24.5,0,54.7,80
1067,-2.31,34.6,0,67.4,101
1068,-2.48,37.1,0,16.9,80
1069,-2.62,39.3,0,14.7,80
1070,-2.87,43.1,0,25.2,80
1071,-2.72,40.7,0,-15.9,80
1072,-2.44,36.6,0,-27.5,80
1073,-2.31,34.7,0,-12.7,80
1074,-2.08,31.2,0,-23.4,80
1075,-1.64,24.7,0,-43.7,-80
1076,-0.74,11,0,-90.8,-80
1077,-0.37,5.5,0,-36.9,-80
1078,0.27,-4.1,0,-63.8,-80
1079,0.91,-13.6,0,-63.6,-80
1080,1.47,-22.1,0,-56.5,-80
1081,2.15,-32.3,0,-68.1,-100
1082,2.6,-39,0,-44.9,-83
1083,2.83,-42.5,0,-23.1,-80
1084,2.8,-42,0,3,-80
1085,2.76,-41.5,0,3.8,-80
1086,2.74,-41.1,0,2.7,-80
1087,2.77,-41.6,0,-3.3,-80
1088,2.42,-36.2,0,35.6,0
1089,2.14,-32.1,0,27.2,-80
1090,1.64,-24.5,0,50.7,80
1091,1.08,-16.2,0,55.5,80
1092,0.5,-7.5,0,58.2,80
1093,-0.12,1.7,0,61.4,80
1094,-0.93,13.9,0,81.4,95
1095,-1.22,18.3,0,28.9,80
1096,-1.62,24.3,0,40.4,80
1097,-2.09,31.4,0,47.1,80
1098,-2.45,36.7,0,35.4,80
1099,-2.51,37.7,0,6.4,80
1100,-2.7,40.6,0,19.5,80
1101,-2.75,41.3,0,4.6,80
1102,-2.57,38.6,0,-17.9,50
1103,-2.27,34.1,0,-29.7,50
1104,-2.17,32.5,0,-10.6,50
1105,-1.88,28.2,0,-29,0
1106,-1.49,22.3,0,-39,-80
1107,-0.93,13.9,0,-55.9,-80
1108,-0.37,5.5,0,-56,-80
1109,0.33,-5,0,-70,-80
1110,0.63,-9.4,0,-29.8,-80
1111,1.32,-19.8,0,-68.8,-88
1112,2.27,-34.1,0,-95.3,-129
1113,2.4,-36,0,-13,-80
1114,2.43,-36.4,0,-2.7,-80
1115,2.58,-38.7,0,-15,-80
1116,2.53,-37.9,0,5,-80
1117,2.24,-33.7,0,28.4,-80
1118,1.94,-29.2,0,29.9,0
1119,1.21,-18.2,0,73.3,80
1120,0.82,-12.3,0,39.2,80
1121,0.14,-2.2,0,67.5,80
1122,-0.46,6.9,0,60.6,80
1123,-1.05,15.8,0,59.2,80
1124,-1.93,28.9,0,87.2,116
1125,-2.53,37.9,0,60.2,98
1126,-3.14,47.1,0,61.3,108
1127,-3.61,54.2,0,47.3,101
1128,-3.8,57,0,18.5,80
1129,-3.95,59.2,0,14.9,80
1130,-3.92,58.8,0,-2.9,80
1131,-3.84,57.5,0,-8.4,80
1132,-3.73,55.9,0,-11,80
1133,-3.43,51.4,0,-29.7,80
1134,-3.17,47.5,0,-26.1,80
1135,-2.65,39.7,0,-52,-80
1136,-2.5,37.4,0,-15.2,80
1137,-1.85,27.7,0,-64.7,-80
1138,-1.25,18.7,0,-60.2,-80
1139,-0.71,10.7,0,-53.3,-80
1140,-0,0,0,-71.1,-80
1141,0.29,-4.3,0,-28.8,-80
1142,0.64,-9.5,0,-35,-80
1143,1.3,-19.5,0,-66.7,-86
1144,1.44,-21.6,0,-13.7,-80
1145,1.29,-19.4,0,14.8,-80
1146,1.14,-17.2,0,14.8,-80
1147,1.13,-16.9,0,1.4,-80
1148,0.96,-14.4,0,17.2,80
1149,0.37,-5.6,0,58.3,80
1150,-0.45,6.7,0,82.2,88
1151,-0.79,11.8,0,34.2,80
1152,-1.53,23,0,74.3,97
1153,-2.75,41.3,0,122.1,163
1154,-3.35,50.2,0,59.7,109
1155,-3.81,57.2,0,46.4,103
1156,-4.54,68.1,0,72.8,140
1157,-4.94,74.2,0,40.2,114
1158,-5.28,79.2,0,33.4,112
1159,-5.44,81.6,0,16.2,97
1160,-5.55,83.3,0,11.2,94
1161,-5.05,75.8,0,-49.9,80
1162,-4.84,72.7,0,-20.9,80
1163,-4.3,64.5,0,-54.3,80
1164,-3.73,55.9,0,-57.5,-80
1165,-2.89,43.3,0,-83.7,-80
1166,-1.6,23.9,0,-129.2,-105
1167,-1.09,16.4,0,-50.6,-80
1168,-0.01,0.2,0,-107.6,-107
1169,0.75,-11.2,0,-76.2,-87
1170,1.77,-26.6,0,-102.7,-129
1171,2.32,-34.8,0,-54.6,-89
1172,2.58,-38.7,0,-25.9,-80
1173,2.82,-42.3,0,-24.2,-80
1174,2.66,-39.9,0,16.3,-80
1175,2.5,-37.5,0,15.7,-80
1176,2.16,-32.5,0,33.7,80
1177,2.01,-30.2,0,15.1,-80
1178,1.45,-21.7,0,56.7,80
1179,0.77,-11.5,0,67.8,80
1180,0.08,-1.3,0,68.4,80
1181,-0.59,8.9,0,67.5,80
1182,-1.54,23.1,0,94.9,118
1183,-1.85,27.8,0,31.5,80
1184,-2.58,38.8,0,72.8,111
1185,-3,45,0,41.4,86
1186,-3.5,52.4,0,50,102
1187,-3.81,57.2,0,31.4,88
1188,-3.96,59.4,0,15.2,80
1189,-4.13,61.9,0,16.6,80
1190,-4.03,60.5,0,-9.7,80
1191,-3.92,58.7,0,-11.6,80
1192,-3.93,59,0,1.7,80
1193,-3.83,57.4,0,-10.4,80
1194,-3.43,51.5,0,-39.7,80
1195,-3.24,48.6,0,-19.1,50
1196,-2.82,42.3,0,-41.9,0
1197,-2.27,34,0,-55.6,-80
1198,-2.03,30.5,0,-23.4,80
1199,-1.6,24.1,0,-42.7,-80
1200,-1.22,18.3,0,-38.5,-80
1201,-0.83,12.4,0,-39.2,-80
1202,-0.23,3.4,0,-60.1,-80
1203,-0.02,0.3,0,-20.6,-80
1204,0.4,-6,0,-42,-80
1205,1,-14.9,0,-59.6,-80
1206,1.23,-18.4,0,-23.3,-50
1207,1.32,-19.8,0,-9,-50
1208,1.23,-18.4,0,9,-50
1209,1.1,-16.4,0,13.3,-50
1210,0.89,-13.3,0,21,80
1211,0.55,-8.3,0,33.4,80
1212,0.22,-3.3,0,32.9,80
1213,-0.11,1.7,0,33.7,80
1214,-0.27,4.1,0,15.9,80
1215,-0.51,7.7,0,23.8,80
1216,-0.54,8,0,2.5,80
1217,-0.69,10.4,0,15.6,50
1218,-0.3,4.5,0,-39.6,-80
1219,-0.06,0.9,0,-23.4,-80
1220,0.46,-6.8,0,-51.8,-80
1221,1.02,-15.2,0,-56,-80
1222,2.09,-31.3,0,-107.3,-138
1223,2.85,-42.7,0,-76,-118
1224,3.53,-53,0,-68.2,-121
1225,3.88,-58.2,0,-35.1,-93
1226,4.03,-60.4,0,-14.3,-80
1227,4.27,-64.1,0,-24.8,-88
1228,4.07,-61.1,0,19.9,-80
1229,3.99,-59.8,0,8.8,-80
1230,3.83,-57.4,0,15.9,-80
1231,3.63,-54.5,0,19.7,-80
1232,3.18,-47.7,0,45.2,-80
1233,2.63,-39.5,0,54.7,80
1234,2.42,-36.4,0,20.8,-80
1235,1.82,-27.3,0,60.5,80
1236,1.14,-17.2,0,67.4,80
1237,0.58,-8.7,0,56.8,80
1238,-0,0,0,57.9,80
1239,-0.7,10.5,0,69.7,80
1240,-0.9,13.5,0,19.8,80
1241,-1.45,21.7,0,55,80
1242,-1.49,22.3,0,4.3,80
1243,-1.61,24.1,0,12,80
1244,-1.35,20.3,0,-25.7,-80
1245,-1.15,17.2,0,-20.3,-80
1246,-0.58,8.7,0,-56.8,-80
1247,-0.1,1.5,0,-48.3,-80
1248,0.4,-6,0,-50.2,-80
1249,1.17,-17.6,0,-77.1,-94
1250,1.45,-21.8,0,-28.1,-80
1251,2.13,-31.9,0,-67.3,-99
1252,2.34,-35.2,0,-21.6,-80
1253,2.39,-35.8,0,-4.5,-80
1254,2.75,-41.2,0,-36.2,-80
1255,3.08,-46.3,0,-33.4,-80
1256,3.21,-48.1,0,-12.5,-80
1257,3.16,-47.4,0,5.2,-80
1258,3.12,-46.8,0,3.7,-80
1259,3.17,-47.5,0,-4.8,-52
1260,2.49,-37.3,0,68,80
1261,2.12,-31.7,0,37.3,80
1262,1.47,-22,0,65.1,80
1263,0.69,-10.4,0,77.5,80
1264,-0.13,1.9,0,81.9,83
1265,-1.31,19.7,0,118.4,138
1266,-1.64,24.6,0,32.6,80
1267,-2.17,32.5,0,52.8,85
1268,-2.55,38.3,0,38.5,80
1269,-2.77,41.5,0,21.8,80
1270,-2.67,40.1,0,-9.7,80
1271,-2.65,39.8,0,-2,80
1272,-2.51,37.6,0,-14.6,80
1273,-2.64,39.6,0,13.4,80
1274,-2.5,37.6,0,-13.4,80
1275,-2.29,34.3,0,-21.8,50
1276,-2.24,33.5,0,-5.1,50
1277,-2.1,31.5,0,-13.4,50
1278,-1.56,23.4,0,-54,-80
1279,-1.1,16.6,0,-45.8,-80
1280,-0.49,7.3,0,-61.9,-80
1281,-0.23,3.4,0,-25.7,-80
1282,0.02,-0.3,0,-24.6,-80
1283,0.27,-4.1,0,-25.5,-80
1284,0.21,-3.2,0,5.8,80
1285,0.07,-1,0,14.6,80
1286,0.13,-1.9,0,-5.8,-80
1287,0.36,-5.4,0,-23.6,-80
1288,0.3,-4.6,0,5.9,80
1289,0.13,-1.9,0,17.4,80
1290,-0.03,0.4,0,15.6,80
1291,-0.17,2.6,0,14.3,80
1292,-0.68,10.2,0,50.8,80
1293,-0.75,11.3,0,7.6,80
1294,-0.53,8,0,-22.2,-80
1295,-0.46,6.9,0,-7.4,0
1296,0.46,-6.9,0,-92,-98
1297,0.99,-14.9,0,-53.1,-80
1298,1.69,-25.3,0,-69.3,-94
1299,2.28,-34.2,0,-59.6,-93
1300,2.8,-42,0,-51.5,-93
1301,3.45,-51.8,0,-65.7,-117
1302,3.74,-56.1,0,-28.6,-84
1303,4.06,-60.9,0,-32.1,-93
1304,4,-60,0,6.1,-80
1305,3.82,-57.3,0,18.1,-80
1306,3.43,-51.4,0,39.3,-80
1307,3.25,-48.8,0,17.4,-80
1308,2.82,-42.3,0,43.1,0
1309,2.24,-33.5,0,58.5,80
1310,1.36,-20.4,0,87.5,80
1311,0.28,-4.2,0,108.2,103
1312,-0.95,14.2,0,122.6,136
1313,-1.33,20,0,38.6,80
1314,-1.94,29.1,0,60.7,89
1315,-2.39,35.8,0,44.5,80
1316,-2.83,42.4,0,44.4,86
1317,-2.9,43.4,0,6.5,80
1318,-3,45,0,10.6,80
1319,-2.92,43.8,0,-8.4,80
1320,-2.76,41.4,0,-15.9,80
1321,-2.48,37.2,0,-28.1,80
1322,-2.08,31.2,0,-39.8,-80
1323,-2.01,30.1,0,-7.3,80
1324,-1.28,19.2,0,-72.7,-80
1325,-0.64,9.7,0,-63.3,-80
1326,0.12,-1.8,0,-76.4,-80
1327,1.05,-15.7,0,-93,-108
1328,1.39,-20.8,0,-33.9,-80
1329,2.28,-34.1,0,-88.8,-122
1330,2.69,-40.3,0,-40.9,-81
1331,3,-45,0,-31.4,-80
1332,3.25,-48.8,0,-25.3,-80
1333,3.33,-49.9,0,-7.4,-80
1334,3.3,-49.5,0,2.3,-80
1335,3.16,-47.4,0,14.5,-80
1336,2.87,-43.1,0,28.7,-80
1337,2.53,-37.9,0,34.4,-80
1338,1.97,-29.5,0,56.1,80
1339,1.82,-27.3,0,14.8,-80
1340,1.2,-18.1,0,61.4,80
1341,0.5,-7.5,0,70.3,80
1342,-0.25,3.7,0,74.7,80
1343,-1.42,21.3,0,117.4,138
1344,-1.82,27.3,0,39.9,80
1345,-2.42,36.3,0,60.4,96
1346,-2.91,43.7,0,49.1,92
1347,-3.33,50,0,41.9,91
1348,-3.69,55.4,0,35.8,91
1349,-3.77,56.6,0,8.4,80
1350,-3.97,59.5,0,19.1,80
1351,-3.91,58.6,0,-5.9,80
1352,-3.62,54.4,0,-28.2,80
1353,-3.37,50.6,0,-25,80
1354,-3.45,51.8,0,7.6,80
1355,-3.2,48,0,-25,80
1356,-2.69,40.3,0,-51.4,-80
1357,-2.29,34.3,0,-39.9,-80
1358,-1.39,20.9,0,-89.6,-80
1359,-0.97,14.6,0,-41.9,-80
1360,-0.35,5.2,0,-62.5,-80
1361,0.71,-10.6,0,-105.3,-115
1362,1.05,-15.8,0,-34.7,-80
1363,1.05,-15.7,0,0.3,-80
1364,0.78,-11.7,0,27.2,80
1365,0.4,-6,0,37.6,80
1366,0.03,-0.5,0,37.1,80
1367,-0.21,3.1,0,23.9,80
1368,-0.4,6,0,19.2,80
1369,-0.54,8,0,13.6,80
1370,-0.97,14.5,0,43,80
1371,-1.01,15.1,0,4.1,50
1372,-0.99,14.9,0,-1.5,50
1373,-0.87,13,0,-12.3,0
1374,-0.29,4.4,0,-57.8,-80
1375,-0.04,0.6,0,-25,-80
1376,0.49,-7.4,0,-53.3,-80
1377,1.01,-15.2,0,-51.9,-80
1378,1.5,-22.6,0,-49.2,-80
1379,2.63,-39.5,0,-112.9,-152
1380,2.8,-42.1,0,-17.1,-80
1381,2.87,-43.1,0,-7.1,-80
1382,2.99,-44.9,0,-12,-80
1383,3.07,-46,0,-7.4,-80
1384,2.91,-43.6,0,16.1,-80
1385,2.82,-42.3,0,8.9,-80
1386,2.49,-37.3,0,33.1,-80
1387,2.18,-32.7,0,30.7,-50
1388,1.96,-29.4,0,22.1,-50
1389,1.17,-17.6,0,78.7,80
1390,0.78,-11.7,0,39.3,80
1391,0.1,-1.5,0,68.1,80
1392,-0.52,7.8,0,61.6,80
1393,-1.1,16.4,0,57.7,80
1394,-1.63,24.5,0,53.4,80
1395,-2.19,32.8,0,55.5,88
