Sample,Pitch,P_Anteil,I_Anteil,D_Anteil,PWM
843,0.95,-14.2,-0,11.3,-75
844,0.63,-9.5,-0,19,75
845,0.31,-4.7,-0,18.9,75
846,0.05,-0.7,-0,16.1,75
847,-0.09,1.3,-0,8.1,75
848,-0.19,2.9,-0,6.4,75
849,-0.24,3.5,-0,2.5,75
850,-0.22,3.3,-0,-1.1,75
851,-0.11,1.6,-0,-6.7,-75
852,-0.36,5.4,-0,15.2,75
853,-0.51,7.6,-0,9.1,75
854,-0.41,6.1,-0,-6,0
855,-0.64,9.6,-0,13.7,75
856,-0.22,3.3,-0,-25.2,-75
857,0.36,-5.3,-0,-34.4,-75
858,0.89,-13.3,-0,-32,-75
859,1.53,-23,-0,-38.7,-75
860,2.16,-32.4,0,-37.7,-75
861,2.52,-37.8,0,-21.5,-75
862,3.16,-47.5,0,-38.5,-85
863,3.59,-53.8,0,-25.4,-79
864,3.64,-54.6,0,-3,-75
865,3.5,-52.5,0,8.2,-75
866,3.39,-50.9,0,6.6,-75
867,3.41,-51.2,0,-1.4,-75
868,3.31,-49.6,0,6.3,-75
869,3.08,-46.2,0,13.5,-75
870,2.9,-43.5,0,11,-75
871,2.69,-40.3,0,12.7,-40
872,2.37,-35.5,0,19.2,-40
873,1.99,-29.9,-0,22.5,-40
874,1.49,-22.3,-0,30.4,75
875,0.99,-14.8,-0,30.1,75
876,0.39,-5.9,-0,35.5,75
877,-0.17,2.5,-0,33.8,75
878,-0.65,9.7,-0,28.7,75
879,-1.02,15.3,-0,22.3,75
880,-1.3,19.5,-0,16.9,75
881,-1.51,22.6,-0,12.4,40
882,-2.02,30.3,0,30.9,61
883,-1.87,28.1,0,-8.9,40
884,-1.62,24.2,0,-15.5,40
885,-1.59,23.8,0,-1.7,40
886,-1.24,18.6,0,-20.8,-75
887,-0.65,9.7,0,-35.6,-75
888,-0.11,1.6,0,-32.3,-75
889,0.23,-3.4,0,-20.2,-75
890,0.54,-8.1,0,-18.7,-75
891,0.76,-11.4,0,-13.3,-75
892,0.92,-13.9,0,-9.7,-75
893,0.95,-14.2,0,-1.4,-40
894,1.08,-16.2,0,-8.1,-40
895,1.16,-17.4,0,-4.7,-40
896,0.88,-13.2,0,16.7,75
897,0.43,-6.5,0,26.9,75
898,-0.09,1.4,0,31.6,75
899,-0.59,8.8,0,29.7,75
900,-1.08,16.2,0,29.5,75
901,-1.53,23,0,27.2,75
902,-2.09,31.4,0,33.4,75
903,-2.51,37.7,0,25.1,62
904,-2.59,38.8,0,4.6,43
905,-2.55,38.3,0,-2.1,40
906,-2.98,44.7,0,25.6,70
907,-2.71,40.6,0,-16.3,40
908,-2.4,35.9,0,-18.6,40
909,-2.12,31.8,0,-16.6,40
910,-1.85,27.8,0,-16.1,40
911,-1.97,29.6,0,7.2,40
912,-1.82,27.4,0,-8.8,40
913,-1.54,23.2,0,-16.8,40
914,-1.27,19.1,0,-16.4,40
915,-1.01,15.2,0,-15.6,0
916,-0.77,11.6,0,-14.3,-75
917,-0.37,5.6,0,-24.2,-75
918,-0.08,1.2,0,-17.3,-75
919,0.28,-4.2,0,-21.6,-75
920,0.57,-8.5,0,-17.4,-75
921,0.88,-13.2,0,-18.7,-75
922,1.17,-17.5,0,-17.1,-75
923,1.58,-23.7,0,-25,-48
924,2,-29.9,0,-24.8,-54
925,1.77,-26.5,0,13.6,-40
926,1.65,-24.7,0,7.2,-40
927,1.85,-27.8,-0,-12.4,-40
928,1.72,-25.7,-0,8.3,-40
929,1.32,-19.8,-0,23.7,75
930,1.1,-16.5,-0,13.1,-75
931,0.67,-10.1,-0,25.8,75
932,0.34,-5,-0,20.2,75
933,0.01,-0.1,-0,19.8,75
934,-0.32,4.8,-0,19.5,75
935,-0.49,7.4,-0,10.6,75
936,-0.59,8.8,-0,5.7,75
937,-0.64,9.5,-0,2.8,75
938,-0.63,9.5,-0,-0.3,40
939,-0.53,7.9,-0,-6.3,40
940,-0.4,6.1,-0,-7.4,-75
941,-0.3,4.5,-0,-6.4,-75
942,-0.04,0.6,-0,-15.6,-75
943,0.26,-3.9,-0,-17.7,-75
944,0.5,-7.6,-0,-14.8,-75
945,0.81,-12.1,-0,-18.2,-75
946,0.95,-14.2,-0,-8.4,-75
947,1.15,-17.2,-0,-12.1,-40
948,1.74,-26.1,-0,-35.5,-61
949,1.68,-25.2,-0,3.7,-40
950,1.45,-21.8,-0,13.4,-40
951,1.51,-22.6,-0,-3.3,-40
952,1.66,-24.9,-0,-9,-40
953,1.58,-23.8,-0,4.6,-40
954,1.38,-20.8,-0,12,-40
955,1.34,-20.2,-0,2.4,-40
956,1.23,-18.5,-0,6.7,-40
957,1.13,-17,-0,6.1,-40
958,1.07,-16,-0,3.9,-40
959,0.93,-14,-0,7.9,-40
960,0.74,-11.1,-0,11.5,0
961,0.63,-9.4,-0,7,-75
962,0.34,-5.1,-0,17.2,75
963,0.13,-2,-0,12.3,75
964,-0.22,3.3,-0,21.3,75
965,-0.52,7.7,-0,17.6,75
966,-0.74,11,-0,13.2,75
967,-0.89,13.4,-0,9.5,75
968,-0.85,12.8,-0,-2.4,75
969,-0.8,12,-0,-3.4,40
970,-0.82,12.2,-0,1.1,40
971,-1.13,17,-0,18.9,40
972,-0.98,14.6,-0,-9.3,40
973,-0.62,9.4,-0,-21.1,-75
974,-0.35,5.3,-0,-16.4,-75
975,0.07,-1.1,-0,-25.5,-75
976,0.47,-7,-0,-23.6,-75
977,0.72,-10.8,-0,-15.1,-75
978,0.96,-14.4,-0,-14.3,-75
979,1.09,-16.4,-0,-8.3,-75
980,1.25,-18.8,-0,-9.3,-40
981,1.52,-22.7,-0,-15.9,-40
982,1.22,-18.3,-0,17.7,0
983,0.88,-13.2,-0,20.5,75
984,0.55,-8.2,-0,19.9,75
985,0.53,-8,-0,0.9,-75
986,0.11,-1.6,-0,25.4,75
987,-0.34,5.1,-0,27,75
988,-0.72,10.9,-0,23.1,75
989,-1.05,15.8,-0,19.6,75
990,-1.33,20,-0,17,75
991,-1.52,22.8,-0,11.1,75
992,-2.23,33.4,0,42.4,75
993,-2.35,35.3,0,7.7,75
994,-2.07,31.1,0,-16.9,75
995,-1.89,28.4,0,-10.8,75
996,-1.92,28.8,0,1.5,75
997,-2.25,33.8,0,20.1,75
998,-2.06,30.9,0,-11.6,75
999,-1.61,24.2,0,-26.7,-75
1000,-1.25,18.7,0,-22.1,-75
1001,-0.87,13,0,-22.6,-75
1002,-0.45,6.7,0,-25.3,-75
1003,-0.08,1.2,0,-22,-75
1004,0.29,-4.4,0,-22.3,-75
1005,0.58,-8.7,0,-17.3,-75
1006,1.04,-15.6,0,-27.7,-43
1007,1.4,-21,0,-21.8,-42
1008,1.58,-23.6,-0,-10.4,-40
1009,1.53,-22.9,-0,3,-40
1010,1.08,-16.2,-0,26.7,75
1011,0.7,-10.4,-0,23.1,75
1012,0.24,-3.7,-0,27.1,75
1013,-0.23,3.4,-0,28.4,75
1014,-0.61,9.2,-0,23,75
1015,-1.01,15.2,-0,23.8,75
1016,-1.17,17.6,-0,9.7,75
1017,-1.5,22.5,0,19.7,42
1018,-1.37,20.5,0,-8,40
1019,-1.17,17.5,0,-11.9,40
1020,-0.97,14.6,0,-11.6,40
1021,-0.9,13.5,0,-4.4,40
1022,-0.71,10.7,0,-11.2,0
1023,-0.41,6.1,0,-18.3,-75
1024,-0.13,1.9,0,-16.7,-75
1025,0.15,-2.2,0,-16.7,-75
1026,0.49,-7.3,0,-20.3,-75
1027,0.72,-10.8,0,-14.1,-75
1028,0.91,-13.6,0,-11,-75
1029,1.06,-15.9,0,-9.3,-75
1030,1.26,-18.9,0,-12.1,-40
1031,1.6,-24,-0,-20.1,-44
1032,1.28,-19.2,-0,19.3,0
1033,1.14,-17.2,-0,8,-75
1034,1,-15,-0,8.8,-75
1035,0.69,-10.3,-0,18.7,75
1036,0.34,-5.1,-0,20.8,75
1037,-0.15,2.2,-0,29.1,75
1038,-0.68,10.1,-0,31.8,75
1039,-1.14,17.1,-0,27.9,75
1040,-1.56,23.4,-0,25.3,75
1041,-2.02,30.3,0,27.6,75
1042,-2.84,42.7,0,49.3,91
1043,-3.02,45.3,0,10.7,75
1044,-2.95,44.3,0,-4.3,75
1045,-2.88,43.3,0,-4.1,75
1046,-2.88,43.2,0,-0.3,75
1047,-2.84,42.6,0,-2.3,75
1048,-2.84,42.5,0,-0.2,75
1049,-2.45,36.8,0,-23.1,75
1050,-1.9,28.5,0,-33,-75
1051,-1.7,25.5,0,-12.1,75
1052,-1.35,20.3,0,-20.8,0
1053,-1.1,16.5,0,-15.3,75
1054,-0.94,14.1,0,-9.7,75
1055,-0.58,8.7,0,-21.6,-75
1056,-0.28,4.3,0,-17.6,-75
1057,-0.03,0.4,0,-15.3,-75
1058,0.38,-5.7,0,-24.7,-75
1059,0.68,-10.2,0,-18.1,-75
1060,0.97,-14.6,0,-17.3,-75
1061,1.19,-17.9,0,-13.4,-75
1062,1.37,-20.5,0,-10.4,-40
1063,1.57,-23.6,0,-12.2,-40
1064,1.74,-26,0,-9.9,-40
1065,1.46,-21.8,-0,16.8,-40
1066,1.11,-16.7,-0,20.4,75
1067,1.19,-17.8,-0,-4.2,-75
1068,0.91,-13.7,-0,16.3,75
1069,0.49,-7.4,-0,25.2,75
1070,0.09,-1.3,-0,24.5,75
1071,-0.34,5.1,-0,25.4,75
1072,-1.03,15.4,-0,41.5,75
1073,-1.74,26.1,-0,42.6,75
1074,-2.3,34.5,0,33.5,75
1075,-2.45,36.7,0,9,45
1076,-2.31,34.7,0,-8.2,40
1077,-2.28,34.1,0,-2.1,40
1078,-2.28,34.2,0,0.2,40
1079,-2.2,33,0,-5,40
1080,-1.99,29.9,0,-12.4,40
1081,-1.94,29.1,0,-3.1,40
1082,-1.89,28.3,0,-3,40
1083,-1.61,24.1,0,-17,40
1084,-1.45,21.7,0,-9.3,40
1085,-1.45,21.8,0,0.1,40
1086,-1.34,20.1,0,-6.6,40
1087,-1.04,15.7,0,-17.8,-75
1088,-0.83,12.4,0,-13.1,0
1089,-0.55,8.2,0,-16.6,-75
1090,-0.3,4.5,0,-14.9,-75
1091,-0.08,1.2,0,-13.1,-75
1092,0.13,-2,0,-12.8,-75
1093,0.21,-3.1,0,-4.6,-75
1094,0.2,-3,0,0.2,-75
1095,0.11,-1.6,0,5.7,75
1096,0.17,-2.5,0,-3.6,-75
1097,0.07,-1,0,5.9,75
1098,-0.23,3.5,0,18,75
1099,-0.62,9.3,0,23.2,75
1100,-0.93,13.9,0,18.6,75
1101,-1.19,17.9,0,15.9,75
1102,-1.44,21.5,0,14.6,75
1103,-1.7,25.5,0,16,75
1104,-2.11,31.7,0,24.6,56
1105,-2.54,38.1,0,25.6,63
1106,-2.74,41.1,0,12.2,53
1107,-2.55,38.2,0,-11.7,40
1108,-2.44,36.5,0,-6.7,40
1109,-2.53,37.9,0,5.5,43
1110,-2.71,40.7,0,11,51
1111,-2.7,40.5,0,-0.7,40
1112,-2.65,39.7,0,-3,40
1113,-2.89,43.4,0,14.7,58
1114,-2.66,39.8,0,-14.3,40
1115,-2.53,38,0,-7.5,40
1116,-2.79,41.9,0,15.8,57
1117,-3.01,45.1,0,12.8,57
1118,-2.9,43.5,0,-6.6,40
1119,-2.81,42.1,0,-5.5,40
1120,-2.83,42.4,0,1.4,43
1121,-2.64,39.6,0,-11.3,40
1122,-2.51,37.6,0,-7.9,40
1123,-2.36,35.4,0,-8.8,40
1124,-2.31,34.6,0,-3.4,40
1125,-2.25,33.8,0,-3.3,40
1126,-2.12,31.8,0,-7.9,40
1127,-2.02,30.3,0,-5.8,40
1128,-1.89,28.3,0,-8.1,40
1129,-1.7,25.5,0,-11.2,40
1130,-1.62,24.3,0,-4.7,40
1131,-1.62,24.3,0,-0,40
1132,-1.65,24.8,0,2,40
1133,-1.53,22.9,0,-7.6,40
1134,-1.38,20.7,0,-8.9,40
1135,-1.42,21.2,0,2.3,40
1136,-1.39,20.9,0,-1.4,40
1137,-1.27,19,0,-7.6,40
1138,-1.28,19.2,0,0.6,40
1139,-1.22,18.2,0,-3.7,40
1140,-1.18,17.6,0,-2.5,40
1141,-1.18,17.8,0,0.6,40
1142,-1.27,19,0,5.1,40
1143,-1.05,15.7,0,-13.4,40
1144,-1,14.9,0,-3,40
1145,-1.1,16.6,0,6.5,40
1146,-1.12,16.8,0,0.8,40
1147,-0.92,13.8,0,-11.7,40
1148,-0.97,14.6,0,3,40
1149,-1.23,18.4,0,15.3,40
1150,-1.7,25.5,0,28.2,53
1151,-2.23,33.4,0,31.8,65
1152,-2.55,38.3,0,19.5,57
1153,-2.51,37.7,0,-2.4,40
1154,-2.32,34.8,0,-11.4,40
1155,-1.92,28.8,0,-24.3,40
1156,-1.5,22.6,0,-24.8,-75
1157,-1.09,16.4,0,-24.8,-75
1158,-0.68,10.2,0,-24.8,-75
1159,-0.28,4.2,0,-23.9,-75
1160,0.02,-0.4,0,-18.1,-75
1161,0.38,-5.7,0,-21.4,-75
1162,0.8,-12,0,-24.9,-75
1163,1.19,-17.9,0,-23.8,-41
1164,1.24,-18.5,0,-2.5,-40
